names,labels
Nateshwar ,boy
Nagendra ,boy
Naveen ,boy
Nand ,boy
Naimish ,boy
Namdev ,boy
Naaraayan ,boy
Nabhij ,boy
"Naagpal, Nagpal ",boy
Nabhomani ,boy
Nalinikant ,boy
Narad ,boy
Natraj ,boy
Narendranath ,boy
Navin ,boy
Omswaroop ,boy
Omkar ,boy
Omesh ,boy
Oni ,boy
Ojal ,boy
Ojayit ,boy
Omeshwar ,boy
Omprakash ,boy
Ohas ,boy
Om ,boy
Obalesh ,boy
Omarjeet,boy
Omkarnath ,boy
Omar ,boy
Omanand ,boy
Omesa ,boy
Oma ,boy
Ojas ,boy
Orion ,boy
Oorjit ,boy
Ompati ,boy
Oojam ,boy
Poorvaj ,boy
Pallav ,boy
Pallab ,boy
Parantapa ,boy
Patoj ,boy
Parijat ,boy
Palash ,boy
Piyush ,boy
Payas ,boy
Poshan ,boy
Pakshi ,boy
Pathik ,boy
Piyali ,boy
Panduranga ,boy
Pandya ,boy
Paurav ,boy
Parthiv ,boy
Phanishwar ,boy
Paresha ,boy
Piki ,boy
Poonish ,boy
Pankajalochana ,boy
Paraashar ,boy
Panav ,boy
Pooran ,boy
Parnal ,boy
Pavankumar ,boy
Parmesh ,boy
Padminish ,boy
Panshul ,boy
Phanindra ,boy
Peeyush ,boy
Perumal ,boy
Pankajeet ,boy
Paritosh ,boy
Phani ,boy
Panchaanan ,boy
Pathin ,boy
Padmapani ,boy
Pavitra ,boy
Palin ,boy
Poudhan ,boy
Pashunath ,boy
Pavak ,boy
Parvesh ,boy
Pehlaj ,boy
Paarth ,boy
Padmahasta ,boy
Pashupati ,boy
Parmaarth ,boy
Pakhi ,boy
Phaninath ,boy
Poorv ,boy
Param-hans ,boy
Parth ,boy
Parthapratim ,boy
Pavan ,boy
Pannalal ,boy
Partha ,boy
Padmalochan ,boy
Parees ,boy
Panchal ,boy
Pandita ,boy
"Parag, Paraag ",boy
Paras ,boy
Parish ,boy
Paramananda ,boy
Poornachandra ,boy
Parvat ,boy
Paavan ,boy
Pival ,boy
Padmanabha ,boy
Padmabandhu ,boy
Palak ,boy
Padmaj ,boy
Panna ,boy
Padmadhar ,boy
Parthasarathi ,boy
Phalgun ,boy
Poornanand ,boy
Pingal ,boy
Phoolendu ,boy
Padmapati ,boy
Paramjeet ,boy
Peetambar ,boy
Panngesh ,boy
"Pavansut, Pavanputra ",boy
Paresh ,boy
Paramartha ,boy
Parakram ,boy
Paran,boy
Parindra ,boy
Palashranjan ,boy
Parmeet ,boy
Phalak ,boy
Paarthiv ,boy
Parimal ,boy
Pahal ,boy
Patag ,boy
Padm ,boy
Patr ,boy
Paramjit ,boy
Parnad ,boy
Paratpara ,boy
Pankajan ,boy
Parashar ,boy
Parikshit ,boy
Padmal ,boy
Parameshwar ,boy
Paandu ,boy
Pandhari ,boy
Patakin ,boy
Paavak ,boy
Padmesh ,boy
Pankaj ,boy
Pinakin ,boy
Paaninee ,boy
Pavanaj ,boy
Padam ,boy
Paandurang ,boy
Paarbrahm ,boy
Parvateshwar ,boy
Pitambar ,boy
Padmakar ,boy
Panchavaktra ,boy
Parasme ,boy
Paksha ,boy
Param ,boy
Parvatinandan ,boy
Payod ,boy
Pinak ,boy
Parashuraam ,boy
Padman ,boy
Paravasu ,boy
Paramesh ,boy
Parighosh ,boy
Pariket ,boy
Padmakant ,boy
Padmayani ,boy
Panchajana,boy
Parnik ,boy
Paranjay ,boy
Ramanjit,boy
Ranjit ,boy
Ramprasad ,boy
Rajata ,boy
Rajendrakumar ,boy
Ramkishore ,boy
Ramakanta ,boy
Rameshwar ,boy
Rakshan ,boy
Rajat ,boy
Raghupati ,boy
Ramkumar ,boy
Raghunandan ,boy
Ramanuj ,boy
Ranajit ,boy
Ramanuja ,boy
Rajdeep ,boy
Rajiv ,boy
Ranesh ,boy
Rachit ,boy
Rammohan ,boy
Ramadhuta ,boy
Ragin ,boy
Rajul ,boy
Radhakrishna ,boy
Rantidev ,boy
Radhakanta ,boy
Raman ,boy
Raajyashree ,boy
Ranajay ,boy
Raghukumara ,boy
Rajatanabhi ,boy
Ramgopal ,boy
Rahas ,boy
Rajrishi ,boy
Raamdatt ,boy
Raja ,boy
"Rajaneesh, Rajnish ",boy
Ramanand ,boy
Ramdas ,boy
Raajeevalochan ,boy
Rajan ,boy
Ranjiv ,boy
Raghuvir ,boy
Ramadeep ,boy
Raj ,boy
Rajeev ,boy
Rana ,boy
Raghavendra ,boy
Raakesh ,boy
Rajatshubhra ,boy
Raktakamal ,boy
Ramavatar ,boy
Randhir ,boy
Rampratap ,boy
Ranil,boy
Ranak ,boy
Ramra ,boy
Ramchandra ,boy
Raghav ,boy
Raivata ,boy
Rahul ,boy
Rajhans ,boy
Raakaa ,boy
Ramratan ,boy
Rajkumar ,boy
Rajinipati,boy
Ranganath ,boy
Rajeevalochana,boy
Rajyeshwar ,boy
Rangana ,boy
Rajas ,boy
Rajani ,boy
Rajendra ,boy
Raam ,boy
Rajesh ,boy
Raahi ,boy
Ramakrishna ,boy
Ram ,boy
Ramswaroop ,boy
Radheya ,boy
Raajeev ,boy
Ranjan ,boy
Ranjay ,boy
Raamaanuj ,boy
Radhesh ,boy
Ramkrishna ,boy
Raju ,boy
Rakesh ,boy
Raghunath ,boy
Rajit ,boy
Radhiyaa ,boy
Ramesh ,boy
Rajendramohan ,boy
Radheshyam ,boy
Ramashray ,boy
Raghu ,boy
Ranveer ,boy
Ramnath ,boy
Raghbir ,boy
Ramoji ,boy
Radhavallabh ,boy
Ramakaant ,boy
Rajanikant ,boy
Rand ,boy
Ranadeva ,boy
Raajaa ,boy
Sarvang ,boy
Sarish ,boy
Salaj ,boy
Sakshum ,boy
Satyendra ,boy
Sahaya ,boy
Sankalp ,boy
Shay ,boy
Savir ,boy
Sasi ,boy
Sadgun ,boy
Sagar ,boy
Sadavir ,boy
Samudrasen ,boy
Sarvagny ,boy
Savya ,boy
Shiveshvar ,boy
Sashwat ,boy
Seshadri,boy
Shalik ,boy
Shantidev ,boy
Shaashwat ,boy
Sannibh ,boy
Samarendu ,boy
Shivansh ,boy
Sarathy ,boy
Shauna ,boy
Sanjiv ,boy
Shilang ,boy
Samabashiv ,boy
Shivanand ,boy
Salil ,boy
Sadabindu ,boy
Shat-manyu ,boy
Saprathas ,boy
Satesh ,boy
Shauri ,boy
Shoora ,boy
Samaksh ,boy
Sadru ,boy
Shankir ,boy
Sami ,boy
Saatvik ,boy
Shiv ,boy
Sachetan ,boy
Shami ,boy
Satyavrat ,boy
Sahishnu ,boy
Shishirkana ,boy
Shashishekhar ,boy
Saunak ,boy
Sharat ,boy
Shivraj ,boy
Sanaatan ,boy
Savitashri ,boy
Sevak ,boy
Shansa ,boy
Sanhata ,boy
Sarayu ,boy
Sarasvat ,boy
Sahil ,boy
Shilendra ,boy
Shaant ,boy
Sadashiv ,boy
Sanobar ,boy
Shankhapani ,boy
Satvamohan ,boy
Sarvad ,boy
Shalang ,boy
Sanskar ,boy
Sheil ,boy
Satyaki ,boy
Samar ,boy
Sanjit ,boy
Shankhin ,boy
Sadhan ,boy
Shalya ,boy
Sarana ,boy
Saubal ,boy
Saharsh ,boy
Shivasunu ,boy
Sahastrabahu ,boy
Sankul ,boy
SaiDeep ,boy
Saatatya ,boy
Sanat ,boy
Shatadru ,boy
Shibhya ,boy
Satishchandra,boy
Satadev ,boy
Shattesh ,boy
Saurav ,boy
Sakash ,boy
Sharang ,boy
Sachiv ,boy
Shantinath ,boy
Sarvadaman ,boy
Sheshdhar ,boy
Sachin ,boy
Shatrughan ,boy
Samik ,boy
Satyadev ,boy
Sabrang ,boy
Shivkumar ,boy
Shirom,boy
Sartaj ,boy
Selva ,boy
Shaylan,boy
SaiAmartya ,boy
Samaah ,boy
Sakaleshwar ,boy
Sateendra ,boy
Sharan ,boy
Sachish ,boy
Saagar ,boy
Saju ,boy
Sarvendra ,boy
Sanchay ,boy
Sharadendu ,boy
Saumit ,boy
Saudeep,boy
Shamik,boy
Sasta ,boy
Sachit ,boy
Sameer ,boy
Shantashil ,boy
Saptajit ,boy
Samhita ,boy
Satveer ,boy
Shashish ,boy
Shipirist ,boy
Sarvambh ,boy
Saras ,boy
Shobhan ,boy
Sachet ,boy
Samavart ,boy
Shesanand ,boy
Shlok ,boy
Saaras ,boy
Sajiva ,boy
Sandeepen ,boy
Shalina ,boy
Sandesh ,boy
Shat-padm ,boy
Samrat ,boy
Shauchin ,boy
Safal ,boy
Sekhar ,boy
Sahadev ,boy
Sanjivan ,boy
Shashibhushan ,boy
Sanket ,boy
Sannath ,boy
Sadiva ,boy
Sampath,boy
Samesh ,boy
Sanyog ,boy
Shineyu ,boy
Sarvashay ,boy
Shatrunjay ,boy
Sargam ,boy
Sacchidananda ,boy
Shakyasinha ,boy
Shivik ,boy
Sarvavas ,boy
Shishirkumar ,boy
Sachh ,boy
Shaktidhar ,boy
Sanurag ,boy
Saptarishi ,boy
Saral ,boy
Saransh ,boy
Saksham ,boy
Satin ,boy
Sarasi ,boy
Shashee ,boy
Shivadev ,boy
Satyapriya ,boy
Satyam ,boy
Satyadarshi ,boy
Shanay ,boy
Sanshray ,boy
Shamak ,boy
Shalmali ,boy
Shashin ,boy
Shikhandin ,boy
Sarojin ,boy
Sarva ,boy
Sambhav ,boy
Santan ,boy
Sampoorn ,boy
Sanjay ,boy
Shankar ,boy
Shoor ,boy
Satpal ,boy
Saurabh ,boy
Shaurya ,boy
Sawan ,boy
Samudragupta ,boy
Sashang ,boy
Sahen ,boy
Sannigdh ,boy
Shlesh ,boy
Shakti ,boy
Sai Satpurusha ,boy
Shameek ,boy
Shivesh ,boy
Shivank ,boy
Savyasachi ,boy
Shaandilya ,boy
Sajan ,boy
Seva ,boy
Shera ,boy
Shankhi ,boy
Satyaprakash ,boy
Shaurav ,boy
Savar ,boy
Saanjh ,boy
Shashipushpa ,boy
Shakunt ,boy
Samskara ,boy
Shishirchandra ,boy
Sanwariya ,boy
Satyavaan ,boy
Shaardul ,boy
Sheehan ,boy
Shashikar ,boy
Samyak ,boy
Saumitr ,boy
Shailen,boy
Sahas ,boy
Sagan ,boy
Shivram ,boy
Sadhil ,boy
Sajiv ,boy
Saubhadra ,boy
Shashank ,boy
Satanand ,boy
Sarat ,boy
Shamakarn ,boy
Sahaj ,boy
Sashreek ,boy
Shatarupa ,boy
Savitendra ,boy
Samskar ,boy
Satvat ,boy
Satpati ,boy
Sarngin ,boy
Shivam ,boy
Shabar ,boy
Satish ,boy
Sarasija ,boy
Satyajit ,boy
Saurjyesh ,boy
Shivanath ,boy
Shankdhar ,boy
Satyanarayan ,boy
Shambhu ,boy
SaiKalakala ,boy
Satamanyu ,boy
Shoubhit ,boy
Sharu ,boy
Shikhar ,boy
Shilish ,boy
Saravana ,boy
Sashanth,boy
Sambodh ,boy
Shatrujit ,boy
Sarvan ,boy
Sashriti ,boy
Sadanand ,boy
Sasidhar,boy
Sankarshan ,boy
Shanyu ,boy
Shivshankar ,boy
Saipratap ,boy
Shantan,boy
Sadashiva ,boy
Satyakaam ,boy
Sambha ,boy
Shivendu ,boy
Satvik ,boy
Satinath ,boy
Shantanav ,boy
Shakuni ,boy
Shalabh,boy
Sathindar,boy
Shankh ,boy
Sarthak ,boy
Sannidhi ,boy
Sammad ,boy
Sahasrad ,boy
Saket ,boy
Samin ,boy
Saicharan ,boy
Sarang ,boy
Sarvadev ,boy
Shataayu ,boy
Sachchit ,boy
Shahalad ,boy
Samaj ,boy
Sanchit ,boy
Satyankar ,boy
Santosh ,boy
Shantanu ,boy
Sahat ,boy
Satrajit ,boy
Saikiran ,boy
Sarvadharin ,boy
Shashidhar ,boy
Sabhya ,boy
Sandeep ,boy
Shishul ,boy
Saptanshu ,boy
Sainath ,boy
Shataaneek ,boy
Shashimohan ,boy
Saffar ,boy
Shashikiran ,boy
Shatrughna ,boy
Satyasheel ,boy
Samanyu ,boy
Saumitra ,boy
Shaildhar ,boy
Shaligram ,boy
Samarpan ,boy
Samarjit ,boy
Sathi ,boy
Shirish ,boy
Sarvapalaka ,boy
Sahastrajit ,boy
Samudra ,boy
Satayu ,boy
Shiven ,boy
Sarin ,boy
Sahara ,boy
Shirdi Prasad ,boy
Samen ,boy
Sambuddha ,boy
Satyen,boy
Shishupal ,boy
Samdarshi ,boy
Samajas ,boy
Shardul ,boy
Setu ,boy
Sanjog ,boy
Sajjan ,boy
Shari ,boy
Sajal ,boy
Saumya ,boy
Shivendra ,boy
Satyak ,boy
Shoorsen ,boy
Sailadev ,boy
Sarvesh ,boy
Sabyasachi ,boy
Sadar ,boy
Sahib ,boy
Shekhar ,boy
Sanjeev ,boy
Senajit ,boy
Sagun ,boy
Sadeepan ,boy
Sasmit ,boy
Saguna ,boy
Sarup ,boy
Shalin ,boy
Shishir ,boy
Samarendra ,boy
Satvinder ,boy
Shankarshan ,boy
Sanatana ,boy
Sankara ,boy
SaiJeevadhara ,boy
Seemanta ,boy
Shams ,boy
Sambit ,boy
Satindra ,boy
Shinjan ,boy
Sabal ,boy
Satyamurty ,boy
Sarbajit ,boy
Samvar ,boy
Shaarav ,boy
Shashvata ,boy
SaiKalateeta,boy
Samarth ,boy
Sarbani ,boy
Samir ,boy
Shiromani ,boy
Shitikanth ,boy
Samividhan,boy
Shighra ,boy
Salarjung ,boy
Shashikant ,boy
Sharad ,boy
Sava ,boy
Saakaar ,boy
Sarit ,boy
Sapan ,boy
Sampada ,boy
Satyashrawaa ,boy
Shantimay ,boy
Sena ,boy
Salokh ,boy
Shamita ,boy
Shaunak ,boy
Sameep ,boy
Sharvarish ,boy
Sai ,boy
Samendu ,boy
Shesh ,boy
Satruijt ,boy
Sharadchandra ,boy
Shivshekhar ,boy
Sahasya ,boy
Satkartar ,boy
Satya ,boy
Shailesh ,boy
Shantiprakash ,boy
Shaan ,boy
Shadab ,boy
Saiprasad ,boy
Shagun ,boy
Sarvak ,boy
Samrudh ,boy
Sagardutt ,boy
Shashi ,boy
Sarwar ,boy
Shitiz ,boy
Sarveshvara ,boy
Satyavache ,boy
Shivlal ,boy
Shandar ,boy
Shamindra ,boy
Shambhavi ,boy
Samranpal,boy
Shevantilal ,boy
Shanmukha ,boy
Shail ,boy
Shashwat ,boy
Savit ,boy
Sarvag ,boy
Senthil ,boy
Sahar ,boy
Shailendra ,boy
Shivas ,boy
Sambaran ,boy
Saketharaman ,boy
Shatjit ,boy
Tarakesh ,boy
Tarachand ,boy
Tanay ,boy
Taraksh ,boy
Tarusa ,boy
Taarank ,boy
Tatharaj ,boy
Taranjot,boy
Tandeep ,boy
Tanav ,boy
Tashvin,boy
Tanmay ,boy
Tapasendra ,boy
Taporaj ,boy
Tarik ,boy
Talin ,boy
Taran ,boy
Tamil ,boy
Tamal ,boy
Taksheel ,boy
Tapomay ,boy
Talish ,boy
Tarakeshwar ,boy
Tarang ,boy
Taha ,boy
Tahoma ,boy
Tamila ,boy
Taresh ,boy
Tamra ,boy
Tarosh ,boy
Tarak ,boy
Tarani ,boy
Taksha ,boy
Taraprashad ,boy
Taradhish ,boy
Taruntapan ,boy
Tanish ,boy
Tana ,boy
Taraknath ,boy
Takshak ,boy
Tanak ,boy
Tamoghna ,boy
Tapasranjan ,boy
Tamas ,boy
Tavish ,boy
Taksa ,boy
Taru ,boy
Tarit ,boy
Tanul ,boy
Tamonash ,boy
Taral ,boy
Tapan ,boy
Tamkinat ,boy
Tamish ,boy
Tathagat ,boy
Tanishq ,boy
Tapesh,boy
Tatya ,boy
Tapas ,boy
Tahir ,boy
Tajdar ,boy
Tarachandra ,boy
Talank ,boy
Tarun ,boy
Tautik ,boy
Tarendra ,boy
Tanuj ,boy
Talaketu ,boy
Tanveer ,boy
Tapendra ,boy
Udayan ,boy
Ujas ,boy
Ujesh ,boy
Uday ,boy
Upendra ,boy
Udeep ,boy
Ulhas ,boy
Umakant ,boy
Umachandra ,boy
Udit ,boy
Upanshu ,boy
Utpal ,boy
Uddhav ,boy
Ushapati ,boy
Umesh ,boy
Ujjwal ,boy
Uttam ,boy
Utkarsh ,boy
Udbhav ,boy
Umang ,boy
Unmesh ,boy
Utham ,boy
Vaidya ,boy
Vidyadhar ,boy
Viamrsh ,boy
Vardhan ,boy
Vajraang ,boy
Vanamalin ,boy
Vibhor,boy
Vidarbh ,boy
Vayun ,boy
Vanajit ,boy
Varunesh ,boy
Venumadhav,boy
Vamsi ,boy
Vaikartan ,boy
Vatsin ,boy
Vanij ,boy
Venugopal,boy
Vibhudendra ,boy
Vighneshwar ,boy
Vijayketu ,boy
Vikas ,boy
Vaijayi ,boy
Vibhishan ,boy
Vansheedhar ,boy
Vasu ,boy
Vedatmane ,boy
Varidhvaran ,boy
Vaishant ,boy
Veerottam ,boy
Vanraaj ,boy
Veer ,boy
Vahin ,boy
Vidyaaranya ,boy
Venkatesh ,boy
Vidojas ,boy
Vikramin ,boy
Vajrang ,boy
Vaasavadatta ,boy
Vasav ,boy
Vidit,boy
Varin ,boy
Vigrah ,boy
Vatsa ,boy
Vibhaakar ,boy
Vatsal ,boy
Vihaan ,boy
Vibodh ,boy
Vairaja ,boy
Vatatmaj ,boy
Vajrabaahu ,boy
Vibhaavasu ,boy
Videh ,boy
Vikesh ,boy
Vijayesh ,boy
Vaibhav ,boy
Vikunth ,boy
Vijigeesh ,boy
Vasavaj ,boy
Vamsikrishna ,boy
Varaah ,boy
Veni ,boy
Vikarnan ,boy
Variyas ,boy
Vanabihari ,boy
Vijeesh ,boy
Vidhyadhar ,boy
Vaayu ,boy
Vibhu ,boy
Vajramani ,boy
Varesh ,boy
Vidyacharan ,boy
Vedavyaas ,boy
Vartanu ,boy
Vibhumat ,boy
Vagish ,boy
Vakratund ,boy
Vanmaalee ,boy
Vaidyanaath ,boy
Vibhas ,boy
Vijay ,boy
Vakrabhuj ,boy
Varendra ,boy
Velan ,boy
Vidip ,boy
Vairat ,boy
Varij ,boy
Vasistha ,boy
Vatradhara ,boy
Vikramajit ,boy
Vighnesh ,boy
Vaishwaanar ,boy
Vamsidhar ,boy
Vedaprakash ,boy
Varaahamihir ,boy
Vayu ,boy
Vaachaspati ,boy
Vachan ,boy
Vajasani ,boy
Vaaman ,boy
Vaanee ,boy
Vaikhan ,boy
Varad ,boy
Vagindra ,boy
Vanad ,boy
Vighnajit ,boy
Vasantamaalika ,boy
Vedant ,boy
Varshik ,boy
Vibhat ,boy
Vaageesh ,boy
Variya ,boy
Vikyath ,boy
Vibhut ,boy
Vidvan ,boy
Venu ,boy
Vandan ,boy
Vanhi ,boy
Vidhu ,boy
Veerbhadra ,boy
Vadish ,boy
Vidur ,boy
Vihang ,boy
Vidhesh ,boy
Vardhaman ,boy
Vaakpati ,boy
Vedbhushan ,boy
Vajendra ,boy
Vedmohan ,boy
Vanshya,boy
Vidyaranya ,boy
Venimadhav ,boy
Vaamdev ,boy
Vanadev ,boy
Vaninadh ,boy
Varana ,boy
Ved ,boy
Vedesh ,boy
Vatsar ,boy
Vikramendra ,boy
Vajraksha,boy
Vasupati ,boy
Vasudev ,boy
Vijeta ,boy
Vasumitra ,boy
Vedavrata ,boy
Vijayarathna ,boy
Vajrakaya ,boy
Vikrant ,boy
Vairinchya ,boy
Vidyasagar ,boy
Vijayant ,boy
Vikat ,boy
Vikern ,boy
Vighnaraaj ,boy
Vedatman ,boy
Vaikuntanath ,boy
Varun ,boy
Vasumat ,boy
Vamadev ,boy
Veydant ,boy
Veerendra ,boy
Vayya ,boy
Vaishnav ,boy
Vallabh ,boy
Vedanga ,boy
Vatsapal ,boy
Vansh ,boy
Vajrahast ,boy
Vaasuki ,boy
Vajradhar ,boy
Vaydeesh ,boy
Vedanth ,boy
Vijendra ,boy
Vairaj ,boy
Vihanga ,boy
Vasusen ,boy
Valaak ,boy
Venkat ,boy
Vasuman ,boy
Vijval ,boy
Varish ,boy
Varid ,boy
Vidvatam ,boy
Vijayendra ,boy
Vikram ,boy
Viksar ,boy
Venkataraman ,boy
Vaiwaswat ,boy
Vasur ,boy
Vajrin ,boy
Vayujat ,boy
Vachaspati ,boy
Veekshith,boy
Vijul ,boy
Varindra ,boy
Venavir ,boy
Vidyut ,boy
Vasuroop ,boy
Vardaan ,boy
Vibhusnu ,boy
Vairochan ,boy
Vareshvar ,boy
Vaalmeeki ,boy
Vasuki ,boy
Vaatsyaayan ,boy
Vaikunth ,boy
Vibhavasu ,boy
Vama ,boy
Vaijnath ,boy
Vikramaditya ,boy
Vajrajit ,boy
Vasant ,boy
Vashisht ,boy
Vayunand ,boy
Vaisak ,boy
Vainavin ,boy
Valmiki ,boy
Varadaraaj ,boy
Vajrapaani ,boy
Vadin,boy
Vidhatru ,boy
Yakootah ,boy
Yogiraj ,boy
Yuyutsu ,boy
Yamahil ,boy
Yadu ,boy
Yayin ,boy
Yogi ,boy
Yashpal ,boy
Yaj ,boy
Yaduraj ,boy
Yatindra ,boy
Yogine ,boy
Yagyasen ,boy
Yugandhar ,boy
Yash ,boy
Yukta ,boy
Yashovardhana,boy
Yatiyasa ,boy
Yashodev ,boy
Yagna ,boy
Yashwant ,boy
Yashodhan ,boy
Yashraj ,boy
Yugantar,boy
Yadunandan ,boy
Yayati ,boy
Yamha ,boy
Yashovarman,boy
Yathavan ,boy
Yojit ,boy
Yudhajit ,boy
Yadunath ,boy
Yagya ,boy
Yuval ,boy
Yograj ,boy
Yatin ,boy
Yashvasin ,boy
Yogadeva ,boy
Yamajit ,boy
Yagyesh ,boy
Yatish ,boy
Yasti ,boy
Yashmit ,boy
Yagnesh ,boy
Yadavendra ,boy
Yog ,boy
Yogesh ,boy
Yajnesh ,boy
Yaduvir ,boy
Yatnesh ,boy
Yuvaraj ,boy
Yoganidra ,boy
Yogendra ,boy
Yamir ,boy
Yajnadhar ,boy
Yudhisthir ,boy
Yashas ,boy
Yajnarup ,boy
Yadav ,boy
Yajat ,boy
Yaksha ,boy
Yashodhar ,boy
Yoginampati ,boy
Zahin ,boy
Zaki ,boy
Zakiy ,boy
Zayd ,boy
Zeeshan ,boy
Zaiden ,boy
Zamir ,boy
Zain ,boy
Zev ,boy
Zarir ,boy
Zahir ,boy
